DrawNo,DrawDate,1stPrizeNo,2ndPrizeNo,3rdPrizeNo,SpecialNo1,SpecialNo2,SpecialNo3,SpecialNo4,SpecialNo5,SpecialNo6,SpecialNo7,SpecialNo8,SpecialNo9,SpecialNo10,ConsolationNo1,ConsolationNo2,ConsolationNo3,ConsolationNo4,ConsolationNo5,ConsolationNo6,ConsolationNo7,ConsolationNo8,ConsolationNo9,ConsolationNo10
266606,20060430,8245,1506,2496,4117,0507,0101,8536,1458,4017,1371,0313,6139,3002,7983,7951,2045,6533,1984,8933,3231,2085,5169,4056
266706,20060503,2889,1381,3471,3661,7150,2709,6726,3070,2016,4281,7803,1385,7760,1551,4446,6919,3839,7346,3153,1389,1174,3076,3199
266806,20060506,3216,0541,3823,3907,3379,6989,7582,0216,9797,6708,3763,2464,0291,1896,1561,8780,8992,3063,3258,5425,0299,7689,6104
266906,20060507,0500,5216,9229,6587,6860,3329,8076,3873,8593,0211,1715,4019,4497,4367,3078,0633,5936,7324,4672,7231,7958,5653,6158
267006,20060509,0208,9275,3270,1539,7181,7168,4036,0159,6995,7439,8746,6151,9461,1085,5405,0232,1303,8274,3918,2291,2393,9156,2518
267106,20060510,1773,9382,8672,1843,9029,5341,5115,9756,9971,1130,2533,5771,2880,7402,7946,5101,4773,0104,5151,5304,9405,0529,9177
267206,20060513,4861,3546,3988,9399,3845,7374,6901,3118,3291,4910,1045,4463,9677,2036,5176,6062,8090,1800,0667,7633,6658,0790,9454
267306,20060514,4763,9005,7171,9397,5957,0378,2500,5099,0791,2229,2266,6874,5005,6306,1766,6199,7133,9723,8735,8517,7939,0219,1616
267406,20060517,4895,8415,0056,4502,7836,9744,5632,8726,0242,4053,2831,4446,7943,5782,2480,5516,6085,7452,9873,2083,4021,0100,4554
267506,20060520,8560,5380,1710,5821,8842,3781,3488,7024,0424,6427,2819,4578,4713,1959,9314,0487,4602,8776,8644,3557,7686,9248,9429
267606,20060521,0686,4099,3213,7169,1109,6440,7534,8415,8701,1017,1388,9878,7196,5432,6373,2320,3894,1386,3437,3387,4452,0876,2289
267706,20060524,7548,3197,9932,6275,7530,9437,6583,8954,7605,5459,4841,0473,8987,4812,9137,5219,7582,4172,7022,7027,8823,9360,8955
267806,20060527,0515,3573,1899,3073,8300,0440,1413,9971,5221,1179,7846,5884,7021,4827,1028,3545,9433,2003,0699,3766,8791,6773,9207
267906,20060528,4614,4738,4240,5005,2839,6245,2607,7961,3664,0507,7097,8867,1896,0788,9580,7614,2302,5943,2431,1350,4924,3051,6148
268006,20060531,3784,2260,4922,8859,7316,4738,7855,9315,4091,0693,7830,5113,1101,0322,2492,2800,5559,4857,2743,1183,1454,2708,2416
268106,20060603,1862,7629,5541,7035,8557,4725,2482,8038,1213,8540,0735,7132,5133,6853,7148,9964,9348,0587,8853,2422,9042,2556,9820
268206,20060604,5847,2153,7210,5784,2979,2392,0210,1563,6341,7783,7211,3825,7344,5459,4364,1373,0527,2283,1965,3974,3164,5444,4952
268306,20060606,1254,5415,8772,6785,2876,1885,9634,8679,0327,6879,5878,3513,9480,0913,4629,3223,0100,1001,6959,4451,9854,3623,6271
268406,20060607,5357,8928,0657,0837,4692,3565,7782,6238,7655,5138,0013,7264,8363,7741,0800,0900,3021,7035,1960,5584,7076,3412,1233
268506,20060610,1761,2868,4056,5384,1873,4918,8730,6632,4100,3212,0987,3717,9174,8130,4211,7269,8283,6482,6496,0255,8058,2787,3920
268606,20060611,3614,1643,3057,6240,8248,4658,2536,9419,1840,1191,6995,6181,5715,6564,1418,9060,9468,6458,0587,7186,0975,0529,8592
268706,20060613,0778,0095,8503,3874,3695,4289,0809,9500,1298,6826,6793,0858,8257,0700,5668,4404,2953,3796,2728,8825,7463,5545,1956
268806,20060614,2402,7784,4768,9890,7385,4920,8556,4405,4778,1246,6678,5507,3109,6487,0312,2365,6626,9338,9193,3067,6205,8791,9344
268906,20060617,1146,1372,3276,1644,2090,6596,7122,1167,6487,8853,7130,5879,3290,0580,6016,9353,1383,5118,8207,0363,7428,6589,9081
269006,20060618,6810,9636,1830,0469,5442,2036,7445,1959,5756,0413,0853,4304,5702,6647,7609,2067,3961,7028,6752,4481,8749,6214,6821
269106,20060621,7678,1717,2968,0939,9280,9618,1298,9586,5227,5038,2667,9319,9884,0446,8295,9810,7328,7614,9621,9098,5038,9943,7295
269206,20060624,3504,8725,0881,0272,0328,7127,7699,5428,8649,4791,9122,0857,7269,2101,5106,8517,1945,3453,6791,7959,4079,6456,4698
269306,20060625,1350,5510,8354,9391,9344,5012,9522,5305,4608,9852,4833,0329,0880,9163,5192,6576,0222,0551,9020,5516,5767,4350,1905
269406,20060628,2242,9034,0338,8014,5778,5720,8148,3815,9547,3105,0704,0569,9056,6717,6671,4630,2706,7067,9743,3480,4470,4345,0077
269506,20060701,1100,8977,8729,5561,4893,6601,3924,3411,4498,6121,2757,1083,7415,5601,5515,8915,4078,8433,0692,0180,7384,3095,2206
269606,20060702,0309,5563,0351,4014,1201,0127,4225,5826,7364,7109,9088,6164,7363,1147,3763,8186,4824,7907,9389,3984,5262,5672,4064
269706,20060704,6948,6648,2157,6772,6887,2719,5534,9111,8596,1684,2127,8090,5322,6766,6355,2030,0230,5184,6777,4042,8037,6350,2065
269806,20060705,1398,0548,2699,8938,0500,4131,8899,2866,1360,5323,1168,0972,0398,6199,7598,1270,0608,7419,5289,6340,9156,8311,7323
269906,20060708,4921,2315,1689,0255,7742,1930,4334,0494,0861,6058,4709,8320,7544,2556,0830,0965,6610,2684,7445,0734,3508,1691,3986
270006,20060709,0147,9003,7689,6495,9627,1379,8527,8476,9033,4778,2836,0079,7301,0904,9569,1262,6260,6823,9298,2846,5446,8912,5863
270106,20060712,8098,3142,0306,1520,1438,3839,0430,6069,1032,6990,3475,5839,8053,4848,3284,6465,9315,8284,6033,7571,9010,5239,1628
270206,20060715,8152,3409,3624,8045,9213,0945,5948,5404,1682,2685,8057,8688,3469,2861,6782,2726,2522,3038,4757,6655,1818,5337,8870
270306,20060716,3054,6470,5865,5866,8307,4924,7459,5894,7961,0169,9451,9817,8852,1962,8065,8935,8200,2768,9711,4605,6765,7590,2691
270406,20060719,7430,1013,5943,0557,9252,6987,7587,4604,7765,3265,0145,2644,5976,6138,1011,7361,7003,2898,4765,5159,6957,8612,9313
270506,20060722,5965,0175,2594,1592,8307,9951,5092,8134,5594,6591,7504,8640,1071,2733,7187,2069,3162,3832,6797,2401,1664,5366,5122
270606,20060723,6793,5653,7873,3547,4910,3313,8798,6139,6884,8435,4564,4378,2931,4484,7925,9822,4335,2657,4785,1015,0335,9040,1909
270706,20060726,6219,0648,0636,7512,7684,4832,0633,3559,1833,6282,4738,2873,5255,5176,2005,9920,1671,8964,6013,0203,8053,3400,1281
270806,20060729,3506,5544,2713,5153,2341,5561,3739,2807,7962,8351,3263,0697,3371,9260,8862,7722,0438,5801,7005,8025,9066,4791,4071
270906,20060730,3017,9379,0260,9603,4824,8061,3801,1256,0237,3266,2146,4853,1094,2242,2701,1880,4304,2073,7152,4747,1116,2274,1065
271006,20060802,8144,1630,8297,0623,9733,9095,3395,9870,5432,0487,8511,6380,9251,3444,6707,7588,6172,4116,8480,7774,4590,8500,6505
271106,20060805,4943,5672,9883,8421,2343,5601,9883,5465,8517,1446,0291,3299,6324,6849,5129,9234,1142,5933,0305,5156,4087,7253,2793
271206,20060806,9104,2335,8139,9213,9874,2836,7054,1656,6062,8087,5943,7864,5013,2829,6954,8730,5824,1005,3203,2216,8225,4372,8116
271306,20060808,3127,9893,6736,1318,9936,9895,1124,3586,3493,7247,3528,8331,9647,8794,5073,2080,6736,8821,0483,7107,1558,4950,3476
271406,20060809,7152,4975,6537,8227,2338,6881,0963,9345,6995,5631,9581,8408,3984,8722,2034,3610,3161,5013,0269,0166,5326,6526,2605
271506,20060812,0161,8450,7250,0804,2057,8314,3851,7115,0595,6930,3966,5961,5583,7228,9937,1219,2796,2647,3045,5840,9033,3773,0886
271606,20060813,5587,4073,7558,2886,6945,8992,6955,8288,6853,7234,1204,5759,2992,4125,9277,7413,4310,1123,8138,1818,5416,7389,1683
271706,20060816,5148,7447,8729,6309,3935,5166,1097,6855,7281,1396,7122,3368,2020,6000,6835,1082,9107,7424,2640,5062,9034,2591,1463
271806,20060819,3804,8040,7418,6051,2050,3278,1381,8922,2007,1183,7557,4719,4153,1351,9257,7751,3414,7902,1745,4490,5254,9110,3714
271906,20060820,4828,1351,3983,9369,0809,3798,0200,4282,1969,0717,6925,7686,7221,1456,6740,3909,3496,4474,8823,3935,9744,8138,2696
272006,20060823,6258,0582,3407,3013,0693,2499,0721,8167,7117,6129,9126,1448,4706,2363,3792,2591,7533,7161,3554,6452,5795,7377,2164
272106,20060826,7861,1007,7724,8005,2578,3919,6720,1482,3879,8369,3401,8037,0721,1031,0172,5527,1294,5254,9973,7885,3084,9177,9036
272206,20060827,5792,1579,3886,6182,9018,4710,5116,2226,6555,5568,8575,9662,0323,4240,3908,8929,2377,2620,8951,8560,2828,6934,2970
272306,20060830,3992,0277,1046,3355,9502,6645,1247,0459,2504,5623,9336,3228,9020,7937,6610,3582,7157,0214,2377,2855,9035,6704,6131
272406,20060902,2615,5396,8198,9001,8905,0717,2511,2281,4745,7605,3359,2956,9957,7870,6453,4089,4840,2006,7049,3986,8122,1755,1457
272506,20060903,2566,0297,5735,5683,6177,9923,3774,2330,4060,1318,3880,7938,8071,6243,6321,1516,6290,2521,9687,6708,8817,8714,1703
272606,20060906,6718,8409,0180,6597,9531,6192,3894,8109,2920,5993,8550,4114,8640,2365,3240,3076,2401,6519,1729,6744,7490,3253,0709
272706,20060909,1122,0706,1098,3233,1592,9474,9646,3213,3577,5078,8509,8940,6137,2177,0308,0693,2386,5553,3397,6136,3954,2960,0100
272806,20060910,4958,8388,4361,8219,0924,3604,4354,2786,3169,5431,4725,6095,5206,7680,0784,6978,6669,5351,9143,7959,7096,3842,1202
272906,20060913,9140,5500,1497,9741,2364,6737,5156,6432,3206,5638,4214,7298,1286,5097,3540,9680,1385,4649,7247,5778,1799,4656,7190
273006,20060916,0804,0625,1135,1416,8767,0445,4128,3826,0221,0429,6012,6547,4790,1417,3284,6806,3165,6267,6959,2691,5075,9557,4894
273106,20060917,7744,2971,5096,5472,3304,7917,5969,5784,9521,3648,7237,6484,3079,5108,0761,1666,1526,8593,7699,4465,6378,1356,0661
273206,20060920,9396,9422,9840,9469,9752,5371,9539,6616,7061,5883,2547,2391,1614,6079,9610,7917,2981,2650,6757,7544,3381,2097,6908
273306,20060923,0114,4740,4851,6804,8999,7005,1121,3517,5890,4426,9746,7333,4885,6666,1116,1381,6856,6525,6702,2577,3435,4270,7513
273406,20060924,6402,4784,2368,0849,1940,2092,1295,7352,1184,9039,3637,3743,1875,8342,9246,5310,8628,3837,7850,2620,8952,3236,9527
273506,20060927,4844,6658,2044,8057,0819,6977,5260,6145,6191,0270,6263,4342,3923,4561,6748,3569,2944,2532,8596,3985,9234,2551,1133
273606,20060930,5096,1839,0289,2019,0539,9255,4497,1332,3768,4877,1756,6327,5219,4449,6366,2246,7407,4679,0286,1718,2146,4022,4952
273706,20061001,5748,0507,9836,0057,2202,8096,3146,1494,6778,1303,2625,6883,4849,7185,9654,0644,1767,2247,6782,3634,8120,4389,5660
273806,20061004,1338,8327,6382,5942,8513,6615,3104,4279,4601,8965,2348,1689,9636,4358,8537,8700,6219,4873,9900,5702,8171,7592,6713
273906,20061007,1119,8812,1493,4954,9207,2947,3340,3878,1555,3814,5423,0914,5854,1866,6709,9504,0094,4885,9448,1836,1019,1546,9238
274006,20061008,5968,4453,2638,9024,5566,4148,1227,1681,7040,7453,1781,6886,6991,3156,0016,1475,5344,8257,5704,1902,3381,5019,9872
274106,20061011,2344,5271,2616,9306,1809,0980,0108,4046,6111,5018,9691,1755,2236,3937,8288,9762,4020,1046,3112,3418,0575,4003,4822
274206,20061014,2034,1412,6588,3802,0038,2594,0441,5681,0859,1327,1834,2943,8964,2131,8817,3344,4349,5195,2895,5575,9071,7915,7325
274306,20061015,1063,1647,7734,2146,6546,3807,1248,0956,4405,2831,5309,6769,0137,5625,3229,8852,8514,9219,9788,5507,5365,2155,5609
274406,20061018,8324,6120,5062,2047,5717,9942,7443,4455,3812,1226,0973,2167,2385,3675,2470,9544,7773,4281,8947,0973,5298,3805,2252
274506,20061021,1825,6803,9452,4649,1710,6483,1899,0345,5730,5822,3755,5547,9201,3946,9611,3324,3200,0142,8266,3360,5575,8958,4874
274606,20061022,0215,9234,2445,9117,5855,1275,9599,8065,1958,8928,4885,3708,7136,9528,7515,4228,2611,1494,9611,8489,2038,8833,1642
274706,20061025,3454,6198,2495,4869,2987,3896,1072,6700,6363,1454,6305,3790,3576,4170,0183,2828,1001,6181,8176,3812,9082,4859,3598
274806,20061028,5331,4639,0357,6621,2645,2171,1159,4148,6160,4830,5604,2968,1494,3865,9181,6806,0706,1528,7082,3317,5332,8766,2830
274906,20061029,7081,2271,7565,5751,3745,4935,7217,8083,5997,6750,0974,5000,6951,8904,7223,0104,8029,5018,1025,9690,7727,6413,4178
275006,20061101,2975,9761,9283,9809,8832,4313,6683,2519,2121,8364,2372,2653,2583,5370,7046,0779,0726,0148,6594,2225,3289,1613,0008
275106,20061104,6965,8301,4697,0754,8646,8804,6938,3883,0514,9044,5845,7303,1548,6699,5181,4902,5895,7862,4111,4596,7842,8950,6383
275206,20061105,7014,1906,4046,5301,3229,2320,0765,2992,4757,9090,1421,6530,4847,7011,7359,6453,1553,0408,3253,6097,2432,2439,5038
275306,20061108,5753,4698,5097,9765,7997,6530,9875,9361,7799,9860,9957,9543,4567,1215,2683,4390,5236,3919,7082,0433,9319,6085,3254
275406,20061111,6102,6610,1120,4542,1903,5780,6097,5638,3200,3629,0190,2501,3980,9434,1801,1570,1080,5493,6113,7491,3123,8361,5276
275506,20061112,0787,2933,4710,9781,0186,1901,4329,2870,0102,9137,4332,4665,9792,9066,4018,4042,7857,7690,1917,6982,8533,8308,9453
275606,20061114,1335,3067,3508,1376,3609,0076,9570,1477,4477,4873,3864,7762,5751,9018,5757,6838,8716,5779,1800,9064,0354,2636,8208
275706,20061115,3397,0686,2900,9169,6794,8809,7151,0881,1133,9433,6041,4988,7304,5123,5435,8114,3674,7439,6254,7957,5542,2185,3921
275806,20061118,0189,1571,4089,7336,7249,4555,0031,5185,1815,2048,1872,8352,0103,7215,4407,0690,9536,5485,2697,4139,5851,9556,7550
275906,20061119,5779,6201,0126,4667,8246,6948,3941,6810,6093,0218,4961,9209,9536,3195,7259,6750,1716,4323,3099,7543,1263,1966,9789
276006,20061122,8701,8476,3552,7476,7203,7967,4559,3796,2932,8524,7746,4900,9498,2271,9542,2614,5820,2318,0786,0657,7239,7547,4735
276106,20061125,0821,5080,9133,4349,2380,5722,8636,5711,1867,1626,8696,6198,7179,3288,3035,2300,9304,0724,1203,7160,2525,3590,1974
276206,20061126,8849,2534,1812,5018,5243,9245,6396,7745,7356,8028,4110,8971,2874,3650,7048,6878,1676,3702,3361,7975,4966,4887,8185
276306,20061129,8338,2264,2552,8779,6313,1949,0007,3340,7168,1521,9540,1989,9718,6416,8577,1803,3046,2875,0496,1403,7721,3569,3669
276406,20061202,5279,6628,7945,1593,6007,1435,3781,4111,2137,4810,2917,5738,3218,4349,9309,1249,6938,9126,5935,7562,1415,8981,8820
276506,20061203,2161,7045,4390,1304,6771,5523,9273,7286,2811,9003,1163,1203,9278,0171,9778,8327,2211,3335,6146,7155,8092,4070,1495
276606,20061205,9054,1925,0840,7679,4609,3189,9970,5735,7309,7491,9171,0410,3779,5465,5773,7247,4287,8688,4528,2275,6981,2372,5116
276706,20061206,9114,4610,5150,3747,7036,7359,9587,0067,9520,7706,3126,2614,4751,5741,8883,4989,8079,4874,6653,7108,7688,6728,1514
276806,20061209,2199,7641,0801,8210,5493,6294,8800,0340,5773,5840,6145,4222,9902,8327,7564,1480,2809,3042,8176,4971,3724,0776,7381
276906,20061210,8767,8091,2955,1221,4809,5351,2118,6676,9593,7876,2523,4462,0824,3948,0490,9132,5530,5010,5711,0955,8960,5360,1388
277006,20061213,6508,9578,8463,8548,3573,0812,5438,4048,4092,7806,5592,9166,2369,7062,6842,7335,8402,4140,8846,8951,3020,5767,4462
277106,20061216,5804,1756,5499,8195,0913,5196,2053,1561,9368,7989,3796,7340,3613,5370,1670,6478,9878,2053,0510,9265,8353,2236,7677
277206,20061217,8491,0964,2254,9467,2491,3828,4162,6578,7404,2087,6897,5049,8468,7903,8229,5628,1732,1593,6497,8202,7892,1687,2639
277306,20061220,4103,5904,7962,1705,8599,9635,2252,5847,3661,8543,0482,7673,7827,6127,3222,6328,6054,0951,6225,2115,8748,1242,6772
277406,20061223,8469,7810,7563,5511,9508,3249,7321,7120,9612,7407,1287,3761,4874,3414,7740,6020,3850,4365,3610,8186,5741,8958,5875
277506,20061224,4962,4201,6764,2525,5589,1565,9101,6828,4071,7128,0996,9986,1779,6244,0464,4526,0609,8621,8718,0189,2444,7433,6140
277606,20061227,6047,4046,8707,3600,8960,4806,2192,1878,9093,5859,3290,6544,1517,1766,3846,9634,9028,5130,5783,9818,0776,0577,8146
277706,20061230,4603,9458,2103,1539,9551,9059,3431,1601,9639,5461,0103,0198,7047,0480,8237,3436,3903,4303,4501,2246,3411,5713,7727
277806,20061231,1139,4504,9375,5706,3419,8974,1985,0259,2822,4118,5076,8644,8367,0592,7390,3523,1939,3045,2342,9964,7211,7265,4643
277907,20070102,9506,6857,0951,0339,9076,6346,4001,7626,0495,2651,1040,2376,9081,6246,2742,1156,8465,2809,7013,9015,3771,6894,2267
278007,20070103,3291,1869,2331,4754,6063,4529,8864,9696,9671,4469,3445,4507,7175,7964,0552,9452,6084,9425,8400,5496,6983,5053,2989
278107,20070106,5832,0665,1175,1602,2465,7474,0727,4279,6039,9082,6636,3048,7384,1553,9984,3436,9442,9457,2086,1387,4919,9012,4789
278207,20070107,6032,2167,7583,2104,7457,6066,9211,7741,4276,6222,1471,2446,4055,9529,0433,2909,3981,9880,1985,3818,2794,3806,6130
278307,20070110,4506,8883,1949,6736,5998,5323,9535,0978,7234,3044,8304,6459,5240,0852,2541,4177,3799,8910,0609,5287,3207,0732,1859
278407,20070113,8749,3718,9083,0182,9769,4055,4770,1716,4783,2699,7708,8370,2728,5725,5259,2656,3832,4243,1392,1290,8411,8650,3956
278507,20070114,0064,9001,2665,2679,3087,1814,0278,9791,7536,5147,0495,4263,9015,8782,4988,3130,9122,0295,5911,1102,8697,2003,3555
278607,20070117,9824,5754,7395,5932,5914,5453,5287,2892,7814,6124,4380,0692,1271,7600,6992,3072,4983,8072,1065,2338,4771,3734,8493
278707,20070120,4312,7544,6140,5401,9735,5234,9763,0420,9503,7544,5940,5700,1736,1024,7787,7796,4985,6260,6468,3330,8771,2254,7637
278807,20070121,6776,8380,3420,7174,7278,9119,8900,6552,5069,6469,3756,2353,8919,7835,5182,9800,7521,5074,3599,4848,5992,2143,3252
278907,20070124,8746,6508,1552,1892,2268,9082,3945,8185,9729,1528,7488,2010,8114,6892,1354,4359,9491,9154,0948,5973,1409,3737,5130
279007,20070127,4638,7468,6364,6224,1520,8620,3081,3300,2103,8556,4827,7389,5824,6402,6385,1697,2310,7563,8233,4164,0816,7665,0631
279107,20070128,3180,8237,6436,5198,6325,6991,2214,4115,3668,1345,0839,9593,1251,4361,1901,4317,4457,6838,8253,4409,9333,8579,1541
279207,20070131,8235,9985,1927,5169,4537,9612,3571,8777,6538,1425,9050,2337,0122,0241,6175,7910,0753,4245,5326,9853,2133,3257,8740
279307,20070203,7536,3447,3492,8879,6093,5848,7689,9022,7852,6433,7727,4772,3203,2879,0224,4105,8768,8401,3208,9324,0899,4760,9950
279407,20070204,7092,1618,0958,6666,1865,7849,9585,4599,6537,9427,9861,1562,1716,1310,8313,1738,1677,1620,5366,0079,2194,8700,9285
279507,20070207,1887,6024,4563,4440,8826,0426,5161,6730,2607,5067,7134,2591,5641,7097,0942,7653,1165,8203,7491,1636,1146,5217,3952
279607,20070210,3866,0339,0253,3474,6320,7673,1405,0272,3867,2021,9932,7204,7190,2850,7097,2835,3445,0827,7121,6867,6757,6862,5807
279707,20070211,9041,3550,4694,2501,1798,1494,5712,4578,6919,8334,3755,3346,4556,3595,9584,1402,0438,9387,7127,7799,6212,1498,1768
279807,20070213,6826,4578,1103,8732,9127,7275,5970,0223,2867,3931,4558,8287,1535,6215,9518,8655,6324,0957,1487,3726,4798,9707,4952
279907,20070214,8120,9492,1203,1939,4474,2051,1302,3361,3484,2560,4756,1372,1423,1601,3825,2831,6329,7828,1645,0289,1713,3817,7146
280007,20070217,1886,9137,8549,2836,1705,2352,8895,8119,6176,5735,0138,8446,7747,1491,9418,2847,3646,0949,8322,7350,0146,9988,5456
280107,20070218,1088,8609,2199,6044,7322,9440,1199,6250,1394,0722,4763,9616,7529,0138,2130,9701,1441,9563,3563,8472,5029,9229,8849
280207,20070220,2243,9174,4751,3168,1698,5862,0030,8504,8297,9629,1705,2455,3417,6963,6911,7165,3333,8508,4701,3699,2441,9896,9265
280307,20070221,1793,5825,9287,3292,0308,0570,0263,7220,5691,2730,7683,5834,2791,2486,8066,8174,4314,4042,5233,2303,8217,3417,8502
280407,20070224,5607,3685,1628,2414,2935,6507,6502,9713,5667,6152,0409,0804,7293,0411,5512,7581,0566,4891,8609,3866,7694,4558,0642
280507,20070225,5835,9003,8922,9440,3755,2643,6030,7022,0362,5799,6474,5982,1624,6396,9937,1159,4116,6672,6178,8680,1003,3932,0666
280607,20070228,4045,4467,6872,5266,1562,5532,1560,2378,9913,1068,1276,6727,6176,6649,7252,7316,2847,6610,6577,2039,5392,2908,1952
280707,20070303,6203,3880,2238,2058,4016,1771,5780,1832,5358,3491,4108,8947,5557,9376,7353,7957,1374,5932,1113,8893,9622,7858,0259
280807,20070304,4063,8349,1542,0950,7796,5603,2744,6567,6824,3056,2932,4630,0995,7650,9210,4067,2546,3210,0406,5808,1552,0814,8146
280907,20070307,1205,8480,2170,1923,6178,4082,9486,5581,1733,4412,8783,6632,4324,1713,0056,8932,7456,0719,8205,3462,6876,3160,2326
281007,20070310,6092,2448,3399,7688,8345,4574,3543,6586,3782,0456,7872,4979,5926,1319,1831,2833,3746,5699,5564,2373,4329,9677,2324
281107,20070311,1996,6978,3630,0493,3087,9483,9006,1421,7438,8746,9849,7418,2790,0902,0131,8801,2784,8068,6999,0742,0690,6527,5394
281207,20070314,7458,5968,5375,7354,1053,5110,0753,7720,6554,0158,2085,5981,6921,1297,9752,0668,0414,7415,6557,8027,9506,4434,4006
281307,20070317,2191,0009,4212,0655,8471,4599,0651,5995,8841,7934,2273,5759,4051,9215,0974,1060,6033,1948,7914,2864,7781,9707,4551
281407,20070318,2515,3230,9174,8616,4809,3896,3125,3880,1202,8757,6831,0217,9889,2858,6025,8884,3779,7520,8504,3405,8681,1826,4976
281507,20070321,4817,6858,1835,7659,6078,6451,1143,2045,6832,8529,9902,8217,9356,1648,7919,4755,7638,8146,9558,4726,6002,1204,5451
281607,20070324,2571,1385,4762,8542,4848,4559,8681,3390,5153,6659,2258,0941,6349,8850,3905,4902,9438,8373,6712,2008,8529,4886,0009
281707,20070325,5036,4380,2274,8262,1445,9643,9357,1403,7983,9789,4236,0799,5030,0021,3652,2509,4421,6353,7410,2637,5529,9250,3331
281807,20070327,7497,3952,4010,0848,1792,0720,5577,1495,5781,6269,8609,2305,4265,4647,1678,2174,9052,8738,3585,7554,3710,8084,8565
281907,20070328,2675,9296,4086,7479,5787,1932,2456,6239,2851,3861,9669,4542,2088,8509,9493,2637,8791,2329,5140,7575,4593,2727,3934
282007,20070331,1814,0256,1588,9165,7843,0940,1481,1230,4186,7484,8515,1312,5647,7842,1995,6923,1049,2524,2560,8951,8664,1677,0651
282107,20070401,4186,5970,7724,3497,3815,4859,3420,4604,8245,2382,5521,6071,4541,9231,0880,7784,2022,5960,7237,8959,0795,3688,3520
282207,20070403,4267,9489,0186,7981,5275,8894,7045,0880,0758,1798,8713,7451,9708,7917,1196,8623,2747,1456,7130,9997,4152,3518,4208
282307,20070404,8260,5080,8241,6185,8841,4418,6271,1327,9595,2100,4107,3733,6306,3388,9904,6834,8687,4079,6787,3607,0476,8703,2213
282407,20070407,5837,6615,2361,6589,2728,8659,5752,9906,5128,8877,7649,7433,9229,8179,5949,9150,8078,8591,8988,7857,1390,5064,2886
282507,20070408,9353,2642,2415,9896,6052,3186,0481,6178,5761,5580,6457,4167,9499,2053,0027,4825,3875,0054,2015,9337,3240,4059,2266
282607,20070411,5677,1077,0740,5100,2684,9049,7515,9538,2977,3699,8846,0876,0302,0761,4954,3858,9688,1409,8050,5231,7420,6938,7716
282707,20070414,8068,4712,4936,3062,8605,2276,7104,0725,2909,9324,6749,8428,6876,6683,7237,4427,0266,5356,7308,0081,6766,3450,8855
282807,20070415,3919,7501,2551,0282,7402,1728,5121,5294,3907,1858,2974,0419,5631,6982,3700,4443,6134,5522,5129,2672,8466,3943,0892
