DrawNo,DrawDate,PrizeType,LuckyNo
040792,1992-05-06,1stPrizeNo,0019
040792,1992-05-06,2ndPrizeNo,1124
040792,1992-05-06,3rdPrizeNo,0592
040792,1992-05-06,ConsolationNo1,5311
040792,1992-05-06,ConsolationNo10,0407
040792,1992-05-06,ConsolationNo2,1949
040792,1992-05-06,ConsolationNo3,1606
040792,1992-05-06,ConsolationNo4,3775
040792,1992-05-06,ConsolationNo5,6226
040792,1992-05-06,ConsolationNo6,1271
040792,1992-05-06,ConsolationNo7,7455
040792,1992-05-06,ConsolationNo8,7227
040792,1992-05-06,ConsolationNo9,9258
040792,1992-05-06,SpecialNo1,0950
040792,1992-05-06,SpecialNo10,5301
040792,1992-05-06,SpecialNo2,2479
040792,1992-05-06,SpecialNo3,7139
040792,1992-05-06,SpecialNo4,3114
040792,1992-05-06,SpecialNo5,4609
040792,1992-05-06,SpecialNo6,7836
040792,1992-05-06,SpecialNo7,8981
040792,1992-05-06,SpecialNo8,4465
040792,1992-05-06,SpecialNo9,6114
040892,1992-05-07,1stPrizeNo,0905
040892,1992-05-07,2ndPrizeNo,3591
040892,1992-05-07,3rdPrizeNo,8690
040892,1992-05-07,ConsolationNo1,4562
040892,1992-05-07,ConsolationNo10,9963
040892,1992-05-07,ConsolationNo2,0823
040892,1992-05-07,ConsolationNo3,8938
040892,1992-05-07,ConsolationNo4,1933
040892,1992-05-07,ConsolationNo5,5378
040892,1992-05-07,ConsolationNo6,9909
040892,1992-05-07,ConsolationNo7,7586
040892,1992-05-07,ConsolationNo8,9765
040892,1992-05-07,ConsolationNo9,4640
040892,1992-05-07,SpecialNo1,7202
040892,1992-05-07,SpecialNo10,7478
040892,1992-05-07,SpecialNo2,6796
040892,1992-05-07,SpecialNo3,4959
040892,1992-05-07,SpecialNo4,2008
040892,1992-05-07,SpecialNo5,7506
040892,1992-05-07,SpecialNo6,8364
040892,1992-05-07,SpecialNo7,1770
040892,1992-05-07,SpecialNo8,8376
040892,1992-05-07,SpecialNo9,0861
040992,1992-05-10,1stPrizeNo,4162
040992,1992-05-10,2ndPrizeNo,5766
040992,1992-05-10,3rdPrizeNo,9514
040992,1992-05-10,ConsolationNo1,6908
040992,1992-05-10,ConsolationNo10,6754
040992,1992-05-10,ConsolationNo2,4809
040992,1992-05-10,ConsolationNo3,0464
040992,1992-05-10,ConsolationNo4,1932
040992,1992-05-10,ConsolationNo5,8240
040992,1992-05-10,ConsolationNo6,2725
040992,1992-05-10,ConsolationNo7,6294
040992,1992-05-10,ConsolationNo8,9991
040992,1992-05-10,ConsolationNo9,5707
040992,1992-05-10,SpecialNo1,9309
040992,1992-05-10,SpecialNo10,7849
040992,1992-05-10,SpecialNo2,9344
040992,1992-05-10,SpecialNo3,1573
040992,1992-05-10,SpecialNo4,5077
040992,1992-05-10,SpecialNo5,1037
040992,1992-05-10,SpecialNo6,6498
040992,1992-05-10,SpecialNo7,8325
040992,1992-05-10,SpecialNo8,7203
040992,1992-05-10,SpecialNo9,4754
041092,1992-05-13,1stPrizeNo,8060
041092,1992-05-13,2ndPrizeNo,4939
041092,1992-05-13,3rdPrizeNo,0023
041092,1992-05-13,ConsolationNo1,6683
041092,1992-05-13,ConsolationNo10,7599
041092,1992-05-13,ConsolationNo2,2863
041092,1992-05-13,ConsolationNo3,8238
041092,1992-05-13,ConsolationNo4,8435
041092,1992-05-13,ConsolationNo5,5799
041092,1992-05-13,ConsolationNo6,6684
041092,1992-05-13,ConsolationNo7,9326
041092,1992-05-13,ConsolationNo8,0361
041092,1992-05-13,ConsolationNo9,7529
041092,1992-05-13,SpecialNo1,4607
041092,1992-05-13,SpecialNo10,1202
041092,1992-05-13,SpecialNo2,7550
041092,1992-05-13,SpecialNo3,3038
041092,1992-05-13,SpecialNo4,5542
041092,1992-05-13,SpecialNo5,6792
041092,1992-05-13,SpecialNo6,1722
041092,1992-05-13,SpecialNo7,5747
041092,1992-05-13,SpecialNo8,6235
041092,1992-05-13,SpecialNo9,6947
041192,1992-05-14,1stPrizeNo,5371
041192,1992-05-14,2ndPrizeNo,5472
041192,1992-05-14,3rdPrizeNo,3489
041192,1992-05-14,ConsolationNo1,1683
041192,1992-05-14,ConsolationNo10,7760
041192,1992-05-14,ConsolationNo2,6817
041192,1992-05-14,ConsolationNo3,4710
041192,1992-05-14,ConsolationNo4,6375
041192,1992-05-14,ConsolationNo5,4702
041192,1992-05-14,ConsolationNo6,9716
041192,1992-05-14,ConsolationNo7,6082
041192,1992-05-14,ConsolationNo8,9674
041192,1992-05-14,ConsolationNo9,8899
041192,1992-05-14,SpecialNo1,6872
041192,1992-05-14,SpecialNo10,4100
041192,1992-05-14,SpecialNo2,2455
041192,1992-05-14,SpecialNo3,0600
041192,1992-05-14,SpecialNo4,4590
041192,1992-05-14,SpecialNo5,7261
041192,1992-05-14,SpecialNo6,3384
041192,1992-05-14,SpecialNo7,8670
041192,1992-05-14,SpecialNo8,7869
041192,1992-05-14,SpecialNo9,5664
041292,1992-05-17,1stPrizeNo,6917
041292,1992-05-17,2ndPrizeNo,9058
041292,1992-05-17,3rdPrizeNo,0689
041292,1992-05-17,ConsolationNo1,8390
041292,1992-05-17,ConsolationNo10,4553
041292,1992-05-17,ConsolationNo2,3578
041292,1992-05-17,ConsolationNo3,2928
041292,1992-05-17,ConsolationNo4,9052
041292,1992-05-17,ConsolationNo5,5627
041292,1992-05-17,ConsolationNo6,9009
041292,1992-05-17,ConsolationNo7,9876
041292,1992-05-17,ConsolationNo8,4323
041292,1992-05-17,ConsolationNo9,3573
041292,1992-05-17,SpecialNo1,1337
041292,1992-05-17,SpecialNo10,5748
041292,1992-05-17,SpecialNo2,8176
041292,1992-05-17,SpecialNo3,6711
041292,1992-05-17,SpecialNo4,3979
041292,1992-05-17,SpecialNo5,6195
041292,1992-05-17,SpecialNo6,9340
041292,1992-05-17,SpecialNo7,4421
041292,1992-05-17,SpecialNo8,0302
041292,1992-05-17,SpecialNo9,2605
041392,1992-05-20,1stPrizeNo,1765
041392,1992-05-20,2ndPrizeNo,7819
041392,1992-05-20,3rdPrizeNo,7323
041392,1992-05-20,ConsolationNo1,2116
041392,1992-05-20,ConsolationNo10,0409
041392,1992-05-20,ConsolationNo2,1603
041392,1992-05-20,ConsolationNo3,3035
041392,1992-05-20,ConsolationNo4,6298
041392,1992-05-20,ConsolationNo5,4620
041392,1992-05-20,ConsolationNo6,1426
041392,1992-05-20,ConsolationNo7,2135
041392,1992-05-20,ConsolationNo8,9507
041392,1992-05-20,ConsolationNo9,8118
041392,1992-05-20,SpecialNo1,4484
041392,1992-05-20,SpecialNo10,6190
041392,1992-05-20,SpecialNo2,0194
041392,1992-05-20,SpecialNo3,4250
041392,1992-05-20,SpecialNo4,5873
041392,1992-05-20,SpecialNo5,0890
041392,1992-05-20,SpecialNo6,4133
041392,1992-05-20,SpecialNo7,1558
041392,1992-05-20,SpecialNo8,2420
041392,1992-05-20,SpecialNo9,1589
041492,1992-05-21,1stPrizeNo,9429
041492,1992-05-21,2ndPrizeNo,4624
041492,1992-05-21,3rdPrizeNo,8724
041492,1992-05-21,ConsolationNo1,3931
041492,1992-05-21,ConsolationNo10,0533
041492,1992-05-21,ConsolationNo2,2596
041492,1992-05-21,ConsolationNo3,7327
041492,1992-05-21,ConsolationNo4,0447
041492,1992-05-21,ConsolationNo5,4277
041492,1992-05-21,ConsolationNo6,9267
041492,1992-05-21,ConsolationNo7,1724
041492,1992-05-21,ConsolationNo8,1646
041492,1992-05-21,ConsolationNo9,6181
041492,1992-05-21,SpecialNo1,7704
041492,1992-05-21,SpecialNo10,9607
041492,1992-05-21,SpecialNo2,3671
041492,1992-05-21,SpecialNo3,4701
041492,1992-05-21,SpecialNo4,4395
041492,1992-05-21,SpecialNo5,2168
041492,1992-05-21,SpecialNo6,3583
041492,1992-05-21,SpecialNo7,4832
041492,1992-05-21,SpecialNo8,7545
041492,1992-05-21,SpecialNo9,9270
041592,1992-05-24,1stPrizeNo,2719
041592,1992-05-24,2ndPrizeNo,8619
041592,1992-05-24,3rdPrizeNo,1121
041592,1992-05-24,ConsolationNo1,1162
041592,1992-05-24,ConsolationNo10,3382
041592,1992-05-24,ConsolationNo2,0485
041592,1992-05-24,ConsolationNo3,9365
041592,1992-05-24,ConsolationNo4,7385
041592,1992-05-24,ConsolationNo5,1742
041592,1992-05-24,ConsolationNo6,0097
041592,1992-05-24,ConsolationNo7,2836
041592,1992-05-24,ConsolationNo8,4814
041592,1992-05-24,ConsolationNo9,7867
041592,1992-05-24,SpecialNo1,8176
041592,1992-05-24,SpecialNo10,3087
041592,1992-05-24,SpecialNo2,6265
041592,1992-05-24,SpecialNo3,6792
041592,1992-05-24,SpecialNo4,4738
041592,1992-05-24,SpecialNo5,7083
041592,1992-05-24,SpecialNo6,4193
041592,1992-05-24,SpecialNo7,3013
041592,1992-05-24,SpecialNo8,7757
041592,1992-05-24,SpecialNo9,2923
041692,1992-05-27,1stPrizeNo,9815
041692,1992-05-27,2ndPrizeNo,9594
041692,1992-05-27,3rdPrizeNo,0408
041692,1992-05-27,ConsolationNo1,4791
041692,1992-05-27,ConsolationNo10,8258
041692,1992-05-27,ConsolationNo2,3275
041692,1992-05-27,ConsolationNo3,1575
041692,1992-05-27,ConsolationNo4,0138
041692,1992-05-27,ConsolationNo5,0733
041692,1992-05-27,ConsolationNo6,8270
041692,1992-05-27,ConsolationNo7,8267
041692,1992-05-27,ConsolationNo8,4519
041692,1992-05-27,ConsolationNo9,9989
041692,1992-05-27,SpecialNo1,8995
041692,1992-05-27,SpecialNo10,6691
041692,1992-05-27,SpecialNo2,9428
041692,1992-05-27,SpecialNo3,6689
041692,1992-05-27,SpecialNo4,4185
041692,1992-05-27,SpecialNo5,5083
041692,1992-05-27,SpecialNo6,1183
041692,1992-05-27,SpecialNo7,0055
041692,1992-05-27,SpecialNo8,9180
041692,1992-05-27,SpecialNo9,1507
041792,1992-05-28,1stPrizeNo,3051
041792,1992-05-28,2ndPrizeNo,1234
041792,1992-05-28,3rdPrizeNo,9039
041792,1992-05-28,ConsolationNo1,3184
041792,1992-05-28,ConsolationNo10,2716
041792,1992-05-28,ConsolationNo2,5462
041792,1992-05-28,ConsolationNo3,4227
041792,1992-05-28,ConsolationNo4,0702
041792,1992-05-28,ConsolationNo5,8244
041792,1992-05-28,ConsolationNo6,8755
041792,1992-05-28,ConsolationNo7,2636
041792,1992-05-28,ConsolationNo8,7818
041792,1992-05-28,ConsolationNo9,8516
041792,1992-05-28,SpecialNo1,7497
041792,1992-05-28,SpecialNo10,0965
041792,1992-05-28,SpecialNo2,0704
041792,1992-05-28,SpecialNo3,0162
041792,1992-05-28,SpecialNo4,8296
041792,1992-05-28,SpecialNo5,1305
041792,1992-05-28,SpecialNo6,0081
041792,1992-05-28,SpecialNo7,2846
041792,1992-05-28,SpecialNo8,5472
041792,1992-05-28,SpecialNo9,1659
041892,1992-05-31,1stPrizeNo,3876
041892,1992-05-31,2ndPrizeNo,9285
041892,1992-05-31,3rdPrizeNo,8726
041892,1992-05-31,ConsolationNo1,6082
041892,1992-05-31,ConsolationNo10,0592
041892,1992-05-31,ConsolationNo2,0093
041892,1992-05-31,ConsolationNo3,6128
041892,1992-05-31,ConsolationNo4,1096
041892,1992-05-31,ConsolationNo5,5894
041892,1992-05-31,ConsolationNo6,5923
041892,1992-05-31,ConsolationNo7,3195
041892,1992-05-31,ConsolationNo8,3233
041892,1992-05-31,ConsolationNo9,4542
041892,1992-05-31,SpecialNo1,8746
041892,1992-05-31,SpecialNo10,5513
041892,1992-05-31,SpecialNo2,4867
041892,1992-05-31,SpecialNo3,8341
041892,1992-05-31,SpecialNo4,6204
041892,1992-05-31,SpecialNo5,7663
041892,1992-05-31,SpecialNo6,4042
041892,1992-05-31,SpecialNo7,9559
041892,1992-05-31,SpecialNo8,5573
041892,1992-05-31,SpecialNo9,2298
041992,1992-06-03,1stPrizeNo,7450
041992,1992-06-03,2ndPrizeNo,8356
041992,1992-06-03,3rdPrizeNo,4274
041992,1992-06-03,ConsolationNo1,9451
041992,1992-06-03,ConsolationNo10,2233
041992,1992-06-03,ConsolationNo2,7241
041992,1992-06-03,ConsolationNo3,5625
041992,1992-06-03,ConsolationNo4,1365
041992,1992-06-03,ConsolationNo5,6489
041992,1992-06-03,ConsolationNo6,3392
041992,1992-06-03,ConsolationNo7,9023
041992,1992-06-03,ConsolationNo8,9827
041992,1992-06-03,ConsolationNo9,9730
041992,1992-06-03,SpecialNo1,3185
041992,1992-06-03,SpecialNo10,7990
041992,1992-06-03,SpecialNo2,2361
041992,1992-06-03,SpecialNo3,9267
041992,1992-06-03,SpecialNo4,4306
041992,1992-06-03,SpecialNo5,0213
041992,1992-06-03,SpecialNo6,8845
041992,1992-06-03,SpecialNo7,1668
041992,1992-06-03,SpecialNo8,0019
041992,1992-06-03,SpecialNo9,3443
042092,1992-06-04,1stPrizeNo,1672
042092,1992-06-04,2ndPrizeNo,4804
042092,1992-06-04,3rdPrizeNo,0953
042092,1992-06-04,ConsolationNo1,3911
042092,1992-06-04,ConsolationNo10,3323
042092,1992-06-04,ConsolationNo2,6482
042092,1992-06-04,ConsolationNo3,5693
042092,1992-06-04,ConsolationNo4,4162
042092,1992-06-04,ConsolationNo5,8835
042092,1992-06-04,ConsolationNo6,8285
042092,1992-06-04,ConsolationNo7,2961
042092,1992-06-04,ConsolationNo8,4591
042092,1992-06-04,ConsolationNo9,4868
042092,1992-06-04,SpecialNo1,9584
042092,1992-06-04,SpecialNo10,2307
042092,1992-06-04,SpecialNo2,8038
042092,1992-06-04,SpecialNo3,5954
042092,1992-06-04,SpecialNo4,4716
042092,1992-06-04,SpecialNo5,0189
042092,1992-06-04,SpecialNo6,2866
042092,1992-06-04,SpecialNo7,3293
042092,1992-06-04,SpecialNo8,7385
042092,1992-06-04,SpecialNo9,6122
042192,1992-06-07,1stPrizeNo,3348
042192,1992-06-07,2ndPrizeNo,4681
042192,1992-06-07,3rdPrizeNo,5559
042192,1992-06-07,ConsolationNo1,7266
042192,1992-06-07,ConsolationNo10,6111
042192,1992-06-07,ConsolationNo2,1948
042192,1992-06-07,ConsolationNo3,2643
042192,1992-06-07,ConsolationNo4,4304
042192,1992-06-07,ConsolationNo5,2106
042192,1992-06-07,ConsolationNo6,2170
042192,1992-06-07,ConsolationNo7,4952
042192,1992-06-07,ConsolationNo8,9358
042192,1992-06-07,ConsolationNo9,6424
042192,1992-06-07,SpecialNo1,7610
042192,1992-06-07,SpecialNo10,8178
042192,1992-06-07,SpecialNo2,6901
042192,1992-06-07,SpecialNo3,2440
042192,1992-06-07,SpecialNo4,6136
042192,1992-06-07,SpecialNo5,3523
042192,1992-06-07,SpecialNo6,6260
042192,1992-06-07,SpecialNo7,4572
042192,1992-06-07,SpecialNo8,9334
042192,1992-06-07,SpecialNo9,4429
042292,1992-06-10,1stPrizeNo,8507
042292,1992-06-10,2ndPrizeNo,3040
042292,1992-06-10,3rdPrizeNo,5886
042292,1992-06-10,ConsolationNo1,2244
042292,1992-06-10,ConsolationNo10,1401
042292,1992-06-10,ConsolationNo2,1579
042292,1992-06-10,ConsolationNo3,8735
042292,1992-06-10,ConsolationNo4,2992
042292,1992-06-10,ConsolationNo5,5134
042292,1992-06-10,ConsolationNo6,5134
042292,1992-06-10,ConsolationNo7,8863
042292,1992-06-10,ConsolationNo8,2816
042292,1992-06-10,ConsolationNo9,9605
042292,1992-06-10,SpecialNo1,5941
042292,1992-06-10,SpecialNo10,7079
042292,1992-06-10,SpecialNo2,0981
042292,1992-06-10,SpecialNo3,6218
042292,1992-06-10,SpecialNo4,3388
042292,1992-06-10,SpecialNo5,0349
042292,1992-06-10,SpecialNo6,1500
042292,1992-06-10,SpecialNo7,6106
042292,1992-06-10,SpecialNo8,9238
042292,1992-06-10,SpecialNo9,0926
042392,1992-06-11,1stPrizeNo,8200
042392,1992-06-11,2ndPrizeNo,8500
042392,1992-06-11,3rdPrizeNo,1925
042392,1992-06-11,ConsolationNo1,3388
042392,1992-06-11,ConsolationNo10,4164
042392,1992-06-11,ConsolationNo2,4140
042392,1992-06-11,ConsolationNo3,2511
042392,1992-06-11,ConsolationNo4,9803
042392,1992-06-11,ConsolationNo5,2784
042392,1992-06-11,ConsolationNo6,4558
042392,1992-06-11,ConsolationNo7,3651
042392,1992-06-11,ConsolationNo8,6493
042392,1992-06-11,ConsolationNo9,7548
042392,1992-06-11,SpecialNo1,3921
042392,1992-06-11,SpecialNo10,4944
042392,1992-06-11,SpecialNo2,2593
042392,1992-06-11,SpecialNo3,2992
042392,1992-06-11,SpecialNo4,4583
042392,1992-06-11,SpecialNo5,9848
042392,1992-06-11,SpecialNo6,6373
042392,1992-06-11,SpecialNo7,3380
042392,1992-06-11,SpecialNo8,2762
042392,1992-06-11,SpecialNo9,4195
042492,1992-06-14,1stPrizeNo,5409
042492,1992-06-14,2ndPrizeNo,7926
042492,1992-06-14,3rdPrizeNo,5569
042492,1992-06-14,ConsolationNo1,2453
042492,1992-06-14,ConsolationNo10,3279
042492,1992-06-14,ConsolationNo2,4743
042492,1992-06-14,ConsolationNo3,3700
042492,1992-06-14,ConsolationNo4,7031
042492,1992-06-14,ConsolationNo5,9690
042492,1992-06-14,ConsolationNo6,3058
042492,1992-06-14,ConsolationNo7,8328
042492,1992-06-14,ConsolationNo8,2809
042492,1992-06-14,ConsolationNo9,7790
042492,1992-06-14,SpecialNo1,2922
042492,1992-06-14,SpecialNo10,4956
042492,1992-06-14,SpecialNo2,9788
042492,1992-06-14,SpecialNo3,2941
042492,1992-06-14,SpecialNo4,4716
042492,1992-06-14,SpecialNo5,3471
042492,1992-06-14,SpecialNo6,3541
042492,1992-06-14,SpecialNo7,5850
042492,1992-06-14,SpecialNo8,4128
042492,1992-06-14,SpecialNo9,1906
042592,1992-06-17,1stPrizeNo,6440
042592,1992-06-17,2ndPrizeNo,7312
042592,1992-06-17,3rdPrizeNo,2448
042592,1992-06-17,ConsolationNo1,6321
042592,1992-06-17,ConsolationNo10,9685
042592,1992-06-17,ConsolationNo2,6069
042592,1992-06-17,ConsolationNo3,0150
042592,1992-06-17,ConsolationNo4,5517
042592,1992-06-17,ConsolationNo5,7763
042592,1992-06-17,ConsolationNo6,7365
042592,1992-06-17,ConsolationNo7,8790
042592,1992-06-17,ConsolationNo8,9350
042592,1992-06-17,ConsolationNo9,5389
042592,1992-06-17,SpecialNo1,7425
042592,1992-06-17,SpecialNo10,3541
042592,1992-06-17,SpecialNo2,1155
042592,1992-06-17,SpecialNo3,5334
042592,1992-06-17,SpecialNo4,5711
042592,1992-06-17,SpecialNo5,2291
042592,1992-06-17,SpecialNo6,1447
042592,1992-06-17,SpecialNo7,3377
042592,1992-06-17,SpecialNo8,0920
042592,1992-06-17,SpecialNo9,6309
042692,1992-06-18,1stPrizeNo,2277
042692,1992-06-18,2ndPrizeNo,1070
042692,1992-06-18,3rdPrizeNo,5745
042692,1992-06-18,ConsolationNo1,0098
042692,1992-06-18,ConsolationNo10,1021
042692,1992-06-18,ConsolationNo2,5372
042692,1992-06-18,ConsolationNo3,4254
042692,1992-06-18,ConsolationNo4,6444
042692,1992-06-18,ConsolationNo5,5683
042692,1992-06-18,ConsolationNo6,1536
042692,1992-06-18,ConsolationNo7,3429
042692,1992-06-18,ConsolationNo8,3401
042692,1992-06-18,ConsolationNo9,0167
042692,1992-06-18,SpecialNo1,9082
042692,1992-06-18,SpecialNo10,0589
042692,1992-06-18,SpecialNo2,2914
042692,1992-06-18,SpecialNo3,0739
042692,1992-06-18,SpecialNo4,3810
042692,1992-06-18,SpecialNo5,4867
042692,1992-06-18,SpecialNo6,4243
042692,1992-06-18,SpecialNo7,4176
042692,1992-06-18,SpecialNo8,0213
042692,1992-06-18,SpecialNo9,6582
042792,1992-06-21,1stPrizeNo,8800
042792,1992-06-21,2ndPrizeNo,6987
042792,1992-06-21,3rdPrizeNo,8115
042792,1992-06-21,ConsolationNo1,2224
042792,1992-06-21,ConsolationNo10,8564
042792,1992-06-21,ConsolationNo2,6057
042792,1992-06-21,ConsolationNo3,9499
042792,1992-06-21,ConsolationNo4,3343
042792,1992-06-21,ConsolationNo5,7179
042792,1992-06-21,ConsolationNo6,4722
042792,1992-06-21,ConsolationNo7,7639
042792,1992-06-21,ConsolationNo8,4505
042792,1992-06-21,ConsolationNo9,0625
042792,1992-06-21,SpecialNo1,2471
042792,1992-06-21,SpecialNo10,7329
042792,1992-06-21,SpecialNo2,6745
042792,1992-06-21,SpecialNo3,4302
042792,1992-06-21,SpecialNo4,4425
042792,1992-06-21,SpecialNo5,8251
042792,1992-06-21,SpecialNo6,6251
042792,1992-06-21,SpecialNo7,3413
042792,1992-06-21,SpecialNo8,6350
042792,1992-06-21,SpecialNo9,7646
042892,1992-06-24,1stPrizeNo,3722
042892,1992-06-24,2ndPrizeNo,3697
042892,1992-06-24,3rdPrizeNo,5286
042892,1992-06-24,ConsolationNo1,7894
042892,1992-06-24,ConsolationNo10,7585
042892,1992-06-24,ConsolationNo2,1509
042892,1992-06-24,ConsolationNo3,4374
042892,1992-06-24,ConsolationNo4,4407
042892,1992-06-24,ConsolationNo5,5293
042892,1992-06-24,ConsolationNo6,4191
042892,1992-06-24,ConsolationNo7,1468
042892,1992-06-24,ConsolationNo8,5378
042892,1992-06-24,ConsolationNo9,1327
042892,1992-06-24,SpecialNo1,3061
042892,1992-06-24,SpecialNo10,1529
042892,1992-06-24,SpecialNo2,4255
042892,1992-06-24,SpecialNo3,2335
042892,1992-06-24,SpecialNo4,7944
042892,1992-06-24,SpecialNo5,6032
042892,1992-06-24,SpecialNo6,1995
042892,1992-06-24,SpecialNo7,8683
042892,1992-06-24,SpecialNo8,8875
042892,1992-06-24,SpecialNo9,4432
042992,1992-06-25,1stPrizeNo,3343
042992,1992-06-25,2ndPrizeNo,9500
042992,1992-06-25,3rdPrizeNo,0651
042992,1992-06-25,ConsolationNo1,4770
042992,1992-06-25,ConsolationNo10,4352
042992,1992-06-25,ConsolationNo2,4290
042992,1992-06-25,ConsolationNo3,7031
042992,1992-06-25,ConsolationNo4,3464
042992,1992-06-25,ConsolationNo5,3508
042992,1992-06-25,ConsolationNo6,4512
042992,1992-06-25,ConsolationNo7,4152
042992,1992-06-25,ConsolationNo8,1584
042992,1992-06-25,ConsolationNo9,6795
042992,1992-06-25,SpecialNo1,8276
042992,1992-06-25,SpecialNo10,8143
042992,1992-06-25,SpecialNo2,1120
042992,1992-06-25,SpecialNo3,0076
042992,1992-06-25,SpecialNo4,5832
042992,1992-06-25,SpecialNo5,3517
042992,1992-06-25,SpecialNo6,6652
042992,1992-06-25,SpecialNo7,1798
042992,1992-06-25,SpecialNo8,0167
042992,1992-06-25,SpecialNo9,9073
043092,1992-06-28,1stPrizeNo,1265
043092,1992-06-28,2ndPrizeNo,3746
043092,1992-06-28,3rdPrizeNo,9464
043092,1992-06-28,ConsolationNo1,8372
043092,1992-06-28,ConsolationNo10,8075
043092,1992-06-28,ConsolationNo2,8380
043092,1992-06-28,ConsolationNo3,3017
043092,1992-06-28,ConsolationNo4,1091
043092,1992-06-28,ConsolationNo5,4706
043092,1992-06-28,ConsolationNo6,9669
043092,1992-06-28,ConsolationNo7,8790
043092,1992-06-28,ConsolationNo8,0140
043092,1992-06-28,ConsolationNo9,5206
043092,1992-06-28,SpecialNo1,1670
043092,1992-06-28,SpecialNo10,7622
043092,1992-06-28,SpecialNo2,6001
043092,1992-06-28,SpecialNo3,9321
043092,1992-06-28,SpecialNo4,0881
043092,1992-06-28,SpecialNo5,1882
043092,1992-06-28,SpecialNo6,8191
043092,1992-06-28,SpecialNo7,1951
043092,1992-06-28,SpecialNo8,8796
043092,1992-06-28,SpecialNo9,0967
043192,1992-07-01,1stPrizeNo,3322
043192,1992-07-01,2ndPrizeNo,2179
043192,1992-07-01,3rdPrizeNo,0164
043192,1992-07-01,ConsolationNo1,5002
043192,1992-07-01,ConsolationNo10,7922
043192,1992-07-01,ConsolationNo2,9300
043192,1992-07-01,ConsolationNo3,7472
043192,1992-07-01,ConsolationNo4,7531
043192,1992-07-01,ConsolationNo5,1385
043192,1992-07-01,ConsolationNo6,8167
043192,1992-07-01,ConsolationNo7,8074
043192,1992-07-01,ConsolationNo8,0202
043192,1992-07-01,ConsolationNo9,3461
043192,1992-07-01,SpecialNo1,7595
043192,1992-07-01,SpecialNo10,7930
043192,1992-07-01,SpecialNo2,7148
043192,1992-07-01,SpecialNo3,4196
043192,1992-07-01,SpecialNo4,9435
043192,1992-07-01,SpecialNo5,3341
043192,1992-07-01,SpecialNo6,4095
043192,1992-07-01,SpecialNo7,5083
043192,1992-07-01,SpecialNo8,2832
043192,1992-07-01,SpecialNo9,6767
043292,1992-07-02,1stPrizeNo,7988
043292,1992-07-02,2ndPrizeNo,9072
043292,1992-07-02,3rdPrizeNo,9371
043292,1992-07-02,ConsolationNo1,0032
043292,1992-07-02,ConsolationNo10,6036
043292,1992-07-02,ConsolationNo2,4512
043292,1992-07-02,ConsolationNo3,0730
043292,1992-07-02,ConsolationNo4,7506
043292,1992-07-02,ConsolationNo5,7387
043292,1992-07-02,ConsolationNo6,6640
043292,1992-07-02,ConsolationNo7,5802
043292,1992-07-02,ConsolationNo8,7221
043292,1992-07-02,ConsolationNo9,7384
043292,1992-07-02,SpecialNo1,2155
043292,1992-07-02,SpecialNo10,9582
043292,1992-07-02,SpecialNo2,2310
043292,1992-07-02,SpecialNo3,1303
043292,1992-07-02,SpecialNo4,9030
043292,1992-07-02,SpecialNo5,3899
043292,1992-07-02,SpecialNo6,9835
043292,1992-07-02,SpecialNo7,4577
043292,1992-07-02,SpecialNo8,2531
043292,1992-07-02,SpecialNo9,2893
043392,1992-07-05,1stPrizeNo,2187
043392,1992-07-05,2ndPrizeNo,8093
043392,1992-07-05,3rdPrizeNo,6369
043392,1992-07-05,ConsolationNo1,6079
043392,1992-07-05,ConsolationNo10,8244
043392,1992-07-05,ConsolationNo2,7090
043392,1992-07-05,ConsolationNo3,3874
043392,1992-07-05,ConsolationNo4,7286
043392,1992-07-05,ConsolationNo5,3582
043392,1992-07-05,ConsolationNo6,3974
043392,1992-07-05,ConsolationNo7,4764
043392,1992-07-05,ConsolationNo8,2304
043392,1992-07-05,ConsolationNo9,3957
043392,1992-07-05,SpecialNo1,9970
043392,1992-07-05,SpecialNo10,9691
043392,1992-07-05,SpecialNo2,4852
043392,1992-07-05,SpecialNo3,7344
043392,1992-07-05,SpecialNo4,5502
043392,1992-07-05,SpecialNo5,3983
043392,1992-07-05,SpecialNo6,3100
043392,1992-07-05,SpecialNo7,6771
043392,1992-07-05,SpecialNo8,7729
043392,1992-07-05,SpecialNo9,1329
043492,1992-07-08,1stPrizeNo,2747
043492,1992-07-08,2ndPrizeNo,9184
043492,1992-07-08,3rdPrizeNo,2972
043492,1992-07-08,ConsolationNo1,7813
043492,1992-07-08,ConsolationNo10,2200
043492,1992-07-08,ConsolationNo2,1440
043492,1992-07-08,ConsolationNo3,2643
043492,1992-07-08,ConsolationNo4,0424
043492,1992-07-08,ConsolationNo5,3203
043492,1992-07-08,ConsolationNo6,3728
043492,1992-07-08,ConsolationNo7,0166
043492,1992-07-08,ConsolationNo8,6289
043492,1992-07-08,ConsolationNo9,4318
043492,1992-07-08,SpecialNo1,4357
043492,1992-07-08,SpecialNo10,1576
043492,1992-07-08,SpecialNo2,7839
043492,1992-07-08,SpecialNo3,0088
043492,1992-07-08,SpecialNo4,4931
043492,1992-07-08,SpecialNo5,8779
043492,1992-07-08,SpecialNo6,3583
043492,1992-07-08,SpecialNo7,8924
043492,1992-07-08,SpecialNo8,2231
043492,1992-07-08,SpecialNo9,5681
043592,1992-07-09,1stPrizeNo,7829
