DrawNo,DrawDate,PrizeType,LuckyNo
395413,2013-10-13,SpecialNo6,7279
395413,2013-10-13,SpecialNo7,1224
395413,2013-10-13,SpecialNo8,7653
395413,2013-10-13,SpecialNo9,1267
395513,2013-10-16,1stPrizeNo,7562
395513,2013-10-16,2ndPrizeNo,2215
395513,2013-10-16,3rdPrizeNo,5394
395513,2013-10-16,ConsolationNo1,0769
395513,2013-10-16,ConsolationNo10,8008
395513,2013-10-16,ConsolationNo2,5395
395513,2013-10-16,ConsolationNo3,1742
395513,2013-10-16,ConsolationNo4,5519
395513,2013-10-16,ConsolationNo5,6876
395513,2013-10-16,ConsolationNo6,8635
395513,2013-10-16,ConsolationNo7,2136
395513,2013-10-16,ConsolationNo8,4935
395513,2013-10-16,ConsolationNo9,3889
395513,2013-10-16,SpecialNo1,3165
395513,2013-10-16,SpecialNo10,3968
395513,2013-10-16,SpecialNo2,4356
395513,2013-10-16,SpecialNo3,6236
395513,2013-10-16,SpecialNo4,2847
395513,2013-10-16,SpecialNo5,5384
395513,2013-10-16,SpecialNo6,1487
395513,2013-10-16,SpecialNo7,9140
395513,2013-10-16,SpecialNo8,3275
395513,2013-10-16,SpecialNo9,7823
395613,2013-10-19,1stPrizeNo,2901
395613,2013-10-19,2ndPrizeNo,7031
395613,2013-10-19,3rdPrizeNo,3983
395613,2013-10-19,ConsolationNo1,0635
395613,2013-10-19,ConsolationNo10,0460
395613,2013-10-19,ConsolationNo2,5975
395613,2013-10-19,ConsolationNo3,3945
395613,2013-10-19,ConsolationNo4,1807
395613,2013-10-19,ConsolationNo5,3796
395613,2013-10-19,ConsolationNo6,3543
395613,2013-10-19,ConsolationNo7,6069
395613,2013-10-19,ConsolationNo8,0802
395613,2013-10-19,ConsolationNo9,8633
395613,2013-10-19,SpecialNo1,4566
395613,2013-10-19,SpecialNo10,6749
395613,2013-10-19,SpecialNo2,9384
395613,2013-10-19,SpecialNo3,9678
395613,2013-10-19,SpecialNo4,0311
395613,2013-10-19,SpecialNo5,8799
395613,2013-10-19,SpecialNo6,2936
395613,2013-10-19,SpecialNo7,6352
395613,2013-10-19,SpecialNo8,2340
395613,2013-10-19,SpecialNo9,7078
395713,2013-10-20,1stPrizeNo,2119
395713,2013-10-20,2ndPrizeNo,2542
395713,2013-10-20,3rdPrizeNo,7933
395713,2013-10-20,ConsolationNo1,5443
395713,2013-10-20,ConsolationNo10,1143
395713,2013-10-20,ConsolationNo2,4447
395713,2013-10-20,ConsolationNo3,8746
395713,2013-10-20,ConsolationNo4,8718
395713,2013-10-20,ConsolationNo5,5063
395713,2013-10-20,ConsolationNo6,5872
395713,2013-10-20,ConsolationNo7,7392
395713,2013-10-20,ConsolationNo8,3056
395713,2013-10-20,ConsolationNo9,0505
395713,2013-10-20,SpecialNo1,3678
395713,2013-10-20,SpecialNo10,2417
395713,2013-10-20,SpecialNo2,5692
395713,2013-10-20,SpecialNo3,2959
395713,2013-10-20,SpecialNo4,1305
395713,2013-10-20,SpecialNo5,1815
395713,2013-10-20,SpecialNo6,6449
395713,2013-10-20,SpecialNo7,4435
395713,2013-10-20,SpecialNo8,6300
395713,2013-10-20,SpecialNo9,8503
395813,2013-10-23,1stPrizeNo,6726
395813,2013-10-23,2ndPrizeNo,0927
395813,2013-10-23,3rdPrizeNo,6605
395813,2013-10-23,ConsolationNo1,2652
395813,2013-10-23,ConsolationNo10,6033
395813,2013-10-23,ConsolationNo2,4371
395813,2013-10-23,ConsolationNo3,9705
395813,2013-10-23,ConsolationNo4,4696
395813,2013-10-23,ConsolationNo5,7106
395813,2013-10-23,ConsolationNo6,5629
395813,2013-10-23,ConsolationNo7,1778
395813,2013-10-23,ConsolationNo8,4680
395813,2013-10-23,ConsolationNo9,8012
395813,2013-10-23,SpecialNo1,8972
395813,2013-10-23,SpecialNo10,0752
395813,2013-10-23,SpecialNo2,2177
395813,2013-10-23,SpecialNo3,9150
395813,2013-10-23,SpecialNo4,8680
395813,2013-10-23,SpecialNo5,9202
395813,2013-10-23,SpecialNo6,9005
395813,2013-10-23,SpecialNo7,0715
395813,2013-10-23,SpecialNo8,2627
395813,2013-10-23,SpecialNo9,9534
395913,2013-10-26,1stPrizeNo,5773
395913,2013-10-26,2ndPrizeNo,6792
395913,2013-10-26,3rdPrizeNo,6302
395913,2013-10-26,ConsolationNo1,8984
395913,2013-10-26,ConsolationNo10,3939
395913,2013-10-26,ConsolationNo2,3077
395913,2013-10-26,ConsolationNo3,7040
395913,2013-10-26,ConsolationNo4,0076
395913,2013-10-26,ConsolationNo5,0072
395913,2013-10-26,ConsolationNo6,2641
395913,2013-10-26,ConsolationNo7,4553
395913,2013-10-26,ConsolationNo8,7752
395913,2013-10-26,ConsolationNo9,9670
395913,2013-10-26,SpecialNo1,7805
395913,2013-10-26,SpecialNo10,0320
395913,2013-10-26,SpecialNo2,9861
395913,2013-10-26,SpecialNo3,5231
395913,2013-10-26,SpecialNo4,8573
395913,2013-10-26,SpecialNo5,1030
395913,2013-10-26,SpecialNo6,1675
395913,2013-10-26,SpecialNo7,8785
395913,2013-10-26,SpecialNo8,7913
395913,2013-10-26,SpecialNo9,1321
396013,2013-10-27,1stPrizeNo,6989
396013,2013-10-27,2ndPrizeNo,1877
396013,2013-10-27,3rdPrizeNo,0755
396013,2013-10-27,ConsolationNo1,7008
396013,2013-10-27,ConsolationNo10,1185
396013,2013-10-27,ConsolationNo2,8275
396013,2013-10-27,ConsolationNo3,9750
396013,2013-10-27,ConsolationNo4,8593
396013,2013-10-27,ConsolationNo5,1790
396013,2013-10-27,ConsolationNo6,7128
396013,2013-10-27,ConsolationNo7,5372
396013,2013-10-27,ConsolationNo8,9296
396013,2013-10-27,ConsolationNo9,1917
396013,2013-10-27,SpecialNo1,2464
396013,2013-10-27,SpecialNo10,2756
396013,2013-10-27,SpecialNo2,1039
396013,2013-10-27,SpecialNo3,5234
396013,2013-10-27,SpecialNo4,3958
396013,2013-10-27,SpecialNo5,0976
396013,2013-10-27,SpecialNo6,5541
396013,2013-10-27,SpecialNo7,7683
396013,2013-10-27,SpecialNo8,9221
396013,2013-10-27,SpecialNo9,3627
396113,2013-10-29,1stPrizeNo,9688
396113,2013-10-29,2ndPrizeNo,0175
396113,2013-10-29,3rdPrizeNo,4810
396113,2013-10-29,ConsolationNo1,4692
396113,2013-10-29,ConsolationNo10,7098
396113,2013-10-29,ConsolationNo2,8472
396113,2013-10-29,ConsolationNo3,4330
396113,2013-10-29,ConsolationNo4,3210
396113,2013-10-29,ConsolationNo5,4311
396113,2013-10-29,ConsolationNo6,1121
396113,2013-10-29,ConsolationNo7,4836
396113,2013-10-29,ConsolationNo8,7704
396113,2013-10-29,ConsolationNo9,0953
396113,2013-10-29,SpecialNo1,7158
396113,2013-10-29,SpecialNo10,5707
396113,2013-10-29,SpecialNo2,9640
396113,2013-10-29,SpecialNo3,0503
396113,2013-10-29,SpecialNo4,1860
396113,2013-10-29,SpecialNo5,3434
396113,2013-10-29,SpecialNo6,3223
396113,2013-10-29,SpecialNo7,3022
396113,2013-10-29,SpecialNo8,3465
396113,2013-10-29,SpecialNo9,4732
396213,2013-10-30,1stPrizeNo,9758
396213,2013-10-30,2ndPrizeNo,2613
396213,2013-10-30,3rdPrizeNo,8063
396213,2013-10-30,ConsolationNo1,2888
396213,2013-10-30,ConsolationNo10,1345
396213,2013-10-30,ConsolationNo2,0168
396213,2013-10-30,ConsolationNo3,6596
396213,2013-10-30,ConsolationNo4,8381
396213,2013-10-30,ConsolationNo5,8137
396213,2013-10-30,ConsolationNo6,3686
396213,2013-10-30,ConsolationNo7,4332
396213,2013-10-30,ConsolationNo8,3391
396213,2013-10-30,ConsolationNo9,1774
396213,2013-10-30,SpecialNo1,1452
396213,2013-10-30,SpecialNo10,4128
396213,2013-10-30,SpecialNo2,6327
396213,2013-10-30,SpecialNo3,9456
396213,2013-10-30,SpecialNo4,8160
396213,2013-10-30,SpecialNo5,6808
396213,2013-10-30,SpecialNo6,3973
396213,2013-10-30,SpecialNo7,4580
396213,2013-10-30,SpecialNo8,4506
396213,2013-10-30,SpecialNo9,5483
396313,2013-11-02,1stPrizeNo,4138
396313,2013-11-02,2ndPrizeNo,4606
396313,2013-11-02,3rdPrizeNo,6799
396313,2013-11-02,ConsolationNo1,6492
396313,2013-11-02,ConsolationNo10,4925
396313,2013-11-02,ConsolationNo2,8807
396313,2013-11-02,ConsolationNo3,8412
396313,2013-11-02,ConsolationNo4,9395
396313,2013-11-02,ConsolationNo5,5861
396313,2013-11-02,ConsolationNo6,6966
396313,2013-11-02,ConsolationNo7,2160
396313,2013-11-02,ConsolationNo8,7826
396313,2013-11-02,ConsolationNo9,7233
396313,2013-11-02,SpecialNo1,3732
396313,2013-11-02,SpecialNo10,2325
396313,2013-11-02,SpecialNo2,3843
396313,2013-11-02,SpecialNo3,4693
396313,2013-11-02,SpecialNo4,8286
396313,2013-11-02,SpecialNo5,2857
396313,2013-11-02,SpecialNo6,8693
396313,2013-11-02,SpecialNo7,1919
396313,2013-11-02,SpecialNo8,0554
396313,2013-11-02,SpecialNo9,0498
396413,2013-11-03,1stPrizeNo,2285
396413,2013-11-03,2ndPrizeNo,8972
396413,2013-11-03,3rdPrizeNo,1458
396413,2013-11-03,ConsolationNo1,0718
396413,2013-11-03,ConsolationNo10,3102
396413,2013-11-03,ConsolationNo2,9220
396413,2013-11-03,ConsolationNo3,6216
396413,2013-11-03,ConsolationNo4,0967
396413,2013-11-03,ConsolationNo5,6059
396413,2013-11-03,ConsolationNo6,0167
396413,2013-11-03,ConsolationNo7,9404
396413,2013-11-03,ConsolationNo8,8362
396413,2013-11-03,ConsolationNo9,2153
396413,2013-11-03,SpecialNo1,7797
396413,2013-11-03,SpecialNo10,4592
396413,2013-11-03,SpecialNo2,3904
396413,2013-11-03,SpecialNo3,2280
396413,2013-11-03,SpecialNo4,6866
396413,2013-11-03,SpecialNo5,2487
396413,2013-11-03,SpecialNo6,4468
396413,2013-11-03,SpecialNo7,9253
396413,2013-11-03,SpecialNo8,1764
396413,2013-11-03,SpecialNo9,7681
396513,2013-11-05,1stPrizeNo,1113
396513,2013-11-05,2ndPrizeNo,5757
396513,2013-11-05,3rdPrizeNo,2236
396513,2013-11-05,ConsolationNo1,5549
396513,2013-11-05,ConsolationNo10,9802
396513,2013-11-05,ConsolationNo2,8656
396513,2013-11-05,ConsolationNo3,3802
396513,2013-11-05,ConsolationNo4,2056
396513,2013-11-05,ConsolationNo5,1742
396513,2013-11-05,ConsolationNo6,0902
396513,2013-11-05,ConsolationNo7,6725
396513,2013-11-05,ConsolationNo8,3338
396513,2013-11-05,ConsolationNo9,0491
396513,2013-11-05,SpecialNo1,4340
396513,2013-11-05,SpecialNo10,3045
396513,2013-11-05,SpecialNo2,2344
396513,2013-11-05,SpecialNo3,3210
396513,2013-11-05,SpecialNo4,0007
396513,2013-11-05,SpecialNo5,2130
396513,2013-11-05,SpecialNo6,7707
396513,2013-11-05,SpecialNo7,1297
396513,2013-11-05,SpecialNo8,1033
396513,2013-11-05,SpecialNo9,9056
396613,2013-11-06,1stPrizeNo,7087
396613,2013-11-06,2ndPrizeNo,9910
396613,2013-11-06,3rdPrizeNo,0811
396613,2013-11-06,ConsolationNo1,9091
396613,2013-11-06,ConsolationNo10,9705
396613,2013-11-06,ConsolationNo2,0837
396613,2013-11-06,ConsolationNo3,2191
396613,2013-11-06,ConsolationNo4,2161
396613,2013-11-06,ConsolationNo5,6162
396613,2013-11-06,ConsolationNo6,6959
396613,2013-11-06,ConsolationNo7,3082
396613,2013-11-06,ConsolationNo8,9579
396613,2013-11-06,ConsolationNo9,3897
396613,2013-11-06,SpecialNo1,6506
396613,2013-11-06,SpecialNo10,8588
396613,2013-11-06,SpecialNo2,4816
396613,2013-11-06,SpecialNo3,9036
396613,2013-11-06,SpecialNo4,2916
396613,2013-11-06,SpecialNo5,6598
396613,2013-11-06,SpecialNo6,0936
396613,2013-11-06,SpecialNo7,0878
396613,2013-11-06,SpecialNo8,6550
396613,2013-11-06,SpecialNo9,4698
396713,2013-11-09,1stPrizeNo,8895
396713,2013-11-09,2ndPrizeNo,4850
396713,2013-11-09,3rdPrizeNo,0555
396713,2013-11-09,ConsolationNo1,0087
396713,2013-11-09,ConsolationNo10,1092
396713,2013-11-09,ConsolationNo2,3003
396713,2013-11-09,ConsolationNo3,0366
396713,2013-11-09,ConsolationNo4,0473
396713,2013-11-09,ConsolationNo5,6973
396713,2013-11-09,ConsolationNo6,0869
396713,2013-11-09,ConsolationNo7,6873
396713,2013-11-09,ConsolationNo8,8772
396713,2013-11-09,ConsolationNo9,9983
396713,2013-11-09,SpecialNo1,8147
396713,2013-11-09,SpecialNo10,7020
396713,2013-11-09,SpecialNo2,8782
396713,2013-11-09,SpecialNo3,0052
396713,2013-11-09,SpecialNo4,1756
396713,2013-11-09,SpecialNo5,1856
396713,2013-11-09,SpecialNo6,6542
396713,2013-11-09,SpecialNo7,3170
396713,2013-11-09,SpecialNo8,0184
396713,2013-11-09,SpecialNo9,0519
396813,2013-11-10,1stPrizeNo,9953
396813,2013-11-10,2ndPrizeNo,9355
396813,2013-11-10,3rdPrizeNo,3606
396813,2013-11-10,ConsolationNo1,4178
396813,2013-11-10,ConsolationNo10,6281
396813,2013-11-10,ConsolationNo2,6216
396813,2013-11-10,ConsolationNo3,7129
396813,2013-11-10,ConsolationNo4,5016
396813,2013-11-10,ConsolationNo5,6199
396813,2013-11-10,ConsolationNo6,8286
396813,2013-11-10,ConsolationNo7,0615
396813,2013-11-10,ConsolationNo8,7004
396813,2013-11-10,ConsolationNo9,2552
396813,2013-11-10,SpecialNo1,8910
396813,2013-11-10,SpecialNo10,9445
396813,2013-11-10,SpecialNo2,6515
396813,2013-11-10,SpecialNo3,0856
396813,2013-11-10,SpecialNo4,9077
396813,2013-11-10,SpecialNo5,4795
396813,2013-11-10,SpecialNo6,9342
396813,2013-11-10,SpecialNo7,7587
396813,2013-11-10,SpecialNo8,9957
396813,2013-11-10,SpecialNo9,3817
396913,2013-11-13,1stPrizeNo,1467
396913,2013-11-13,2ndPrizeNo,3742
396913,2013-11-13,3rdPrizeNo,4166
396913,2013-11-13,ConsolationNo1,2881
396913,2013-11-13,ConsolationNo10,6436
396913,2013-11-13,ConsolationNo2,3929
396913,2013-11-13,ConsolationNo3,0213
396913,2013-11-13,ConsolationNo4,7296
396913,2013-11-13,ConsolationNo5,7944
396913,2013-11-13,ConsolationNo6,5537
396913,2013-11-13,ConsolationNo7,0342
396913,2013-11-13,ConsolationNo8,2168
396913,2013-11-13,ConsolationNo9,3541
396913,2013-11-13,SpecialNo1,4859
396913,2013-11-13,SpecialNo10,4846
396913,2013-11-13,SpecialNo2,1778
396913,2013-11-13,SpecialNo3,4941
396913,2013-11-13,SpecialNo4,1950
396913,2013-11-13,SpecialNo5,7165
396913,2013-11-13,SpecialNo6,7239
396913,2013-11-13,SpecialNo7,1738
396913,2013-11-13,SpecialNo8,0874
396913,2013-11-13,SpecialNo9,3377
397013,2013-11-16,1stPrizeNo,1796
397013,2013-11-16,2ndPrizeNo,7800
397013,2013-11-16,3rdPrizeNo,5703
397013,2013-11-16,ConsolationNo1,2329
397013,2013-11-16,ConsolationNo10,3068
397013,2013-11-16,ConsolationNo2,8687
397013,2013-11-16,ConsolationNo3,7125
397013,2013-11-16,ConsolationNo4,6076
397013,2013-11-16,ConsolationNo5,2286
397013,2013-11-16,ConsolationNo6,2927
397013,2013-11-16,ConsolationNo7,9731
397013,2013-11-16,ConsolationNo8,8355
397013,2013-11-16,ConsolationNo9,2304
397013,2013-11-16,SpecialNo1,8195
397013,2013-11-16,SpecialNo10,0870
397013,2013-11-16,SpecialNo2,3586
397013,2013-11-16,SpecialNo3,2719
397013,2013-11-16,SpecialNo4,8927
397013,2013-11-16,SpecialNo5,8826
397013,2013-11-16,SpecialNo6,5258
397013,2013-11-16,SpecialNo7,8442
397013,2013-11-16,SpecialNo8,5043
397013,2013-11-16,SpecialNo9,6399
397113,2013-11-17,1stPrizeNo,8917
397113,2013-11-17,2ndPrizeNo,3352
397113,2013-11-17,3rdPrizeNo,6338
397113,2013-11-17,ConsolationNo1,8455
397113,2013-11-17,ConsolationNo10,9578
397113,2013-11-17,ConsolationNo2,9580
397113,2013-11-17,ConsolationNo3,8766
397113,2013-11-17,ConsolationNo4,7402
397113,2013-11-17,ConsolationNo5,4351
397113,2013-11-17,ConsolationNo6,0414
397113,2013-11-17,ConsolationNo7,0201
397113,2013-11-17,ConsolationNo8,3885
397113,2013-11-17,ConsolationNo9,7966
397113,2013-11-17,SpecialNo1,8384
397113,2013-11-17,SpecialNo10,6165
397113,2013-11-17,SpecialNo2,0080
397113,2013-11-17,SpecialNo3,3772
397113,2013-11-17,SpecialNo4,0148
397113,2013-11-17,SpecialNo5,6896
397113,2013-11-17,SpecialNo6,7110
397113,2013-11-17,SpecialNo7,2952
397113,2013-11-17,SpecialNo8,0790
397113,2013-11-17,SpecialNo9,5603
397213,2013-11-20,1stPrizeNo,1017
397213,2013-11-20,2ndPrizeNo,0352
397213,2013-11-20,3rdPrizeNo,9451
397213,2013-11-20,ConsolationNo1,2804
397213,2013-11-20,ConsolationNo10,9439
397213,2013-11-20,ConsolationNo2,4444
397213,2013-11-20,ConsolationNo3,6286
397213,2013-11-20,ConsolationNo4,4379
397213,2013-11-20,ConsolationNo5,2398
397213,2013-11-20,ConsolationNo6,1594
397213,2013-11-20,ConsolationNo7,3952
397213,2013-11-20,ConsolationNo8,0771
397213,2013-11-20,ConsolationNo9,3258
397213,2013-11-20,SpecialNo1,4078
397213,2013-11-20,SpecialNo10,5842
397213,2013-11-20,SpecialNo2,3966
397213,2013-11-20,SpecialNo3,1988
397213,2013-11-20,SpecialNo4,7666
397213,2013-11-20,SpecialNo5,9666
397213,2013-11-20,SpecialNo6,2916
397213,2013-11-20,SpecialNo7,2254
397213,2013-11-20,SpecialNo8,0879
397213,2013-11-20,SpecialNo9,8251
397313,2013-11-23,1stPrizeNo,7436
397313,2013-11-23,2ndPrizeNo,5605
397313,2013-11-23,3rdPrizeNo,3182
397313,2013-11-23,ConsolationNo1,5751
397313,2013-11-23,ConsolationNo10,7461
397313,2013-11-23,ConsolationNo2,5803
397313,2013-11-23,ConsolationNo3,4082
397313,2013-11-23,ConsolationNo4,6524
397313,2013-11-23,ConsolationNo5,1869
397313,2013-11-23,ConsolationNo6,9030
397313,2013-11-23,ConsolationNo7,7988
397313,2013-11-23,ConsolationNo8,4265
397313,2013-11-23,ConsolationNo9,1552
397313,2013-11-23,SpecialNo1,9429
397313,2013-11-23,SpecialNo10,3367
397313,2013-11-23,SpecialNo2,4418
397313,2013-11-23,SpecialNo3,9668
397313,2013-11-23,SpecialNo4,7376
397313,2013-11-23,SpecialNo5,0151
397313,2013-11-23,SpecialNo6,2471
397313,2013-11-23,SpecialNo7,4155
397313,2013-11-23,SpecialNo8,8646
397313,2013-11-23,SpecialNo9,8032
397413,2013-11-24,1stPrizeNo,5546
397413,2013-11-24,2ndPrizeNo,8820
397413,2013-11-24,3rdPrizeNo,0657
397413,2013-11-24,ConsolationNo1,3176
397413,2013-11-24,ConsolationNo10,3807
397413,2013-11-24,ConsolationNo2,5832
397413,2013-11-24,ConsolationNo3,7973
397413,2013-11-24,ConsolationNo4,1150
397413,2013-11-24,ConsolationNo5,6438
397413,2013-11-24,ConsolationNo6,7858
397413,2013-11-24,ConsolationNo7,7812
397413,2013-11-24,ConsolationNo8,5748
397413,2013-11-24,ConsolationNo9,4669
397413,2013-11-24,SpecialNo1,7615
397413,2013-11-24,SpecialNo10,7557
397413,2013-11-24,SpecialNo2,4391
397413,2013-11-24,SpecialNo3,5962
397413,2013-11-24,SpecialNo4,1440
397413,2013-11-24,SpecialNo5,3032
397413,2013-11-24,SpecialNo6,3034
397413,2013-11-24,SpecialNo7,6475
397413,2013-11-24,SpecialNo8,1420
397413,2013-11-24,SpecialNo9,0278
397513,2013-11-26,1stPrizeNo,3402
397513,2013-11-26,2ndPrizeNo,6411
397513,2013-11-26,3rdPrizeNo,2751
397513,2013-11-26,ConsolationNo1,5617
397513,2013-11-26,ConsolationNo10,5630
397513,2013-11-26,ConsolationNo2,0049
397513,2013-11-26,ConsolationNo3,4558
397513,2013-11-26,ConsolationNo4,3027
397513,2013-11-26,ConsolationNo5,4130
397513,2013-11-26,ConsolationNo6,2811
397513,2013-11-26,ConsolationNo7,2366
397513,2013-11-26,ConsolationNo8,9233
397513,2013-11-26,ConsolationNo9,5804
397513,2013-11-26,SpecialNo1,3923
397513,2013-11-26,SpecialNo10,8683
397513,2013-11-26,SpecialNo2,1113
397513,2013-11-26,SpecialNo3,7289
397513,2013-11-26,SpecialNo4,5347
397513,2013-11-26,SpecialNo5,6718
397513,2013-11-26,SpecialNo6,8822
397513,2013-11-26,SpecialNo7,7691
397513,2013-11-26,SpecialNo8,0436
397513,2013-11-26,SpecialNo9,7819
397613,2013-11-27,1stPrizeNo,2180
397613,2013-11-27,2ndPrizeNo,9193
397613,2013-11-27,3rdPrizeNo,7327
397613,2013-11-27,ConsolationNo1,5391
397613,2013-11-27,ConsolationNo10,3442
397613,2013-11-27,ConsolationNo2,8051
397613,2013-11-27,ConsolationNo3,7603
397613,2013-11-27,ConsolationNo4,4652
397613,2013-11-27,ConsolationNo5,8859
397613,2013-11-27,ConsolationNo6,7525
397613,2013-11-27,ConsolationNo7,2715
397613,2013-11-27,ConsolationNo8,6882
397613,2013-11-27,ConsolationNo9,9934
397613,2013-11-27,SpecialNo1,5642
397613,2013-11-27,SpecialNo10,5097
397613,2013-11-27,SpecialNo2,0125
397613,2013-11-27,SpecialNo3,6453
397613,2013-11-27,SpecialNo4,9163
397613,2013-11-27,SpecialNo5,0443
397613,2013-11-27,SpecialNo6,1868
397613,2013-11-27,SpecialNo7,9603
397613,2013-11-27,SpecialNo8,6248
397613,2013-11-27,SpecialNo9,2420
397713,2013-11-30,1stPrizeNo,5538
397713,2013-11-30,2ndPrizeNo,7328
397713,2013-11-30,3rdPrizeNo,1973
397713,2013-11-30,ConsolationNo1,7998
397713,2013-11-30,ConsolationNo10,9433
397713,2013-11-30,ConsolationNo2,2059
397713,2013-11-30,ConsolationNo3,0112
397713,2013-11-30,ConsolationNo4,6530
397713,2013-11-30,ConsolationNo5,2482
397713,2013-11-30,ConsolationNo6,3848
397713,2013-11-30,ConsolationNo7,8864
397713,2013-11-30,ConsolationNo8,1609
397713,2013-11-30,ConsolationNo9,7353
397713,2013-11-30,SpecialNo1,3024
397713,2013-11-30,SpecialNo10,6580
397713,2013-11-30,SpecialNo2,7642
397713,2013-11-30,SpecialNo3,3859
397713,2013-11-30,SpecialNo4,2720
397713,2013-11-30,SpecialNo5,6318
397713,2013-11-30,SpecialNo6,1596
397713,2013-11-30,SpecialNo7,2822
397713,2013-11-30,SpecialNo8,7503
397713,2013-11-30,SpecialNo9,6482
397813,2013-12-01,1stPrizeNo,8250
397813,2013-12-01,2ndPrizeNo,6355
397813,2013-12-01,3rdPrizeNo,3347
397813,2013-12-01,ConsolationNo1,2207
397813,2013-12-01,ConsolationNo10,3033
397813,2013-12-01,ConsolationNo2,1452
397813,2013-12-01,ConsolationNo3,3068
397813,2013-12-01,ConsolationNo4,8301
397813,2013-12-01,ConsolationNo5,6580
397813,2013-12-01,ConsolationNo6,1975
397813,2013-12-01,ConsolationNo7,9643
397813,2013-12-01,ConsolationNo8,0168
397813,2013-12-01,ConsolationNo9,7401
397813,2013-12-01,SpecialNo1,8004
397813,2013-12-01,SpecialNo10,2003
397813,2013-12-01,SpecialNo2,9861
397813,2013-12-01,SpecialNo3,8271
397813,2013-12-01,SpecialNo4,2347
397813,2013-12-01,SpecialNo5,5908
397813,2013-12-01,SpecialNo6,2376
397813,2013-12-01,SpecialNo7,3548
397813,2013-12-01,SpecialNo8,0609
397813,2013-12-01,SpecialNo9,9057
397913,2013-12-03,1stPrizeNo,2915
397913,2013-12-03,2ndPrizeNo,9379
397913,2013-12-03,3rdPrizeNo,8378
397913,2013-12-03,ConsolationNo1,4508
397913,2013-12-03,ConsolationNo10,1845
397913,2013-12-03,ConsolationNo2,7467
397913,2013-12-03,ConsolationNo3,6704
397913,2013-12-03,ConsolationNo4,0406
397913,2013-12-03,ConsolationNo5,7351
397913,2013-12-03,ConsolationNo6,4640
397913,2013-12-03,ConsolationNo7,4725
397913,2013-12-03,ConsolationNo8,6694
397913,2013-12-03,ConsolationNo9,8247
397913,2013-12-03,SpecialNo1,4422
397913,2013-12-03,SpecialNo10,0161
397913,2013-12-03,SpecialNo2,4660
397913,2013-12-03,SpecialNo3,2890
397913,2013-12-03,SpecialNo4,2901
397913,2013-12-03,SpecialNo5,6744
397913,2013-12-03,SpecialNo6,3387
397913,2013-12-03,SpecialNo7,1993
397913,2013-12-03,SpecialNo8,5705
397913,2013-12-03,SpecialNo9,9017
398013,2013-12-04,1stPrizeNo,8805
398013,2013-12-04,2ndPrizeNo,8037
398013,2013-12-04,3rdPrizeNo,6222
398013,2013-12-04,ConsolationNo1,0297
398013,2013-12-04,ConsolationNo10,9983
398013,2013-12-04,ConsolationNo2,4984
398013,2013-12-04,ConsolationNo3,5578
398013,2013-12-04,ConsolationNo4,2874
398013,2013-12-04,ConsolationNo5,6078
398013,2013-12-04,ConsolationNo6,5994
398013,2013-12-04,ConsolationNo7,5075
398013,2013-12-04,ConsolationNo8,0888
398013,2013-12-04,ConsolationNo9,9845
398013,2013-12-04,SpecialNo1,9229
398013,2013-12-04,SpecialNo10,2949
398013,2013-12-04,SpecialNo2,3922
398013,2013-12-04,SpecialNo3,2601
398013,2013-12-04,SpecialNo4,1624
398013,2013-12-04,SpecialNo5,4274
398013,2013-12-04,SpecialNo6,0825
398013,2013-12-04,SpecialNo7,1008
398013,2013-12-04,SpecialNo8,5556
398013,2013-12-04,SpecialNo9,0814
398113,2013-12-07,1stPrizeNo,1597
398113,2013-12-07,2ndPrizeNo,3411
398113,2013-12-07,3rdPrizeNo,5788
398113,2013-12-07,ConsolationNo1,7949
398113,2013-12-07,ConsolationNo10,7989
398113,2013-12-07,ConsolationNo2,6763
398113,2013-12-07,ConsolationNo3,1808
398113,2013-12-07,ConsolationNo4,2955
398113,2013-12-07,ConsolationNo5,5515
398113,2013-12-07,ConsolationNo6,1097
398113,2013-12-07,ConsolationNo7,4464
398113,2013-12-07,ConsolationNo8,5875
398113,2013-12-07,ConsolationNo9,2663
398113,2013-12-07,SpecialNo1,4790
398113,2013-12-07,SpecialNo10,5939
398113,2013-12-07,SpecialNo2,8227
398113,2013-12-07,SpecialNo3,7274
398113,2013-12-07,SpecialNo4,4284
398113,2013-12-07,SpecialNo5,8801
398113,2013-12-07,SpecialNo6,6571
398113,2013-12-07,SpecialNo7,8591
398113,2013-12-07,SpecialNo8,2135
398113,2013-12-07,SpecialNo9,2717
398213,2013-12-08,1stPrizeNo,7081
398213,2013-12-08,2ndPrizeNo,8862
398213,2013-12-08,3rdPrizeNo,1081
398213,2013-12-08,ConsolationNo1,9518
398213,2013-12-08,ConsolationNo10,1317
398213,2013-12-08,ConsolationNo2,4943
398213,2013-12-08,ConsolationNo3,1249
398213,2013-12-08,ConsolationNo4,3088
398213,2013-12-08,ConsolationNo5,3133
398213,2013-12-08,ConsolationNo6,4402
398213,2013-12-08,ConsolationNo7,0486
398213,2013-12-08,ConsolationNo8,1879
398213,2013-12-08,ConsolationNo9,1390
398213,2013-12-08,SpecialNo1,1079
398213,2013-12-08,SpecialNo10,3665
398213,2013-12-08,SpecialNo2,9938
398213,2013-12-08,SpecialNo3,6221
398213,2013-12-08,SpecialNo4,9707
398213,2013-12-08,SpecialNo5,2999
398213,2013-12-08,SpecialNo6,5645
